video,ds_idx,frame_t,iou,gt_area,pred_area,area_ratio,center_err,w_err,h_err,gt_ar,pred_ar,size_cat,err_type,gt_x1,gt_y1,gt_x2,gt_y2,pred_x1,pred_y1,pred_x2,pred_y2
grasshopper_1,2074,0,0.6845,0.054425,0.079188,1.455,0.0606,0.0022,0.1391,0.535,0.377,medium,good,0.6065,0.3131,0.7772,0.6321,0.6069,0.183,0.7798,0.6411
grasshopper_1,2074,1,0.6503,0.053064,0.079617,1.5,0.0607,0.0039,0.1468,0.535,0.373,medium,good,0.6054,0.3151,0.7739,0.6301,0.6079,0.1812,0.7803,0.6431
grasshopper_1,2074,2,0.6765,0.054425,0.078489,1.442,0.0594,0.0013,0.1377,0.535,0.376,medium,good,0.6054,0.3112,0.7761,0.6301,0.6079,0.183,0.7798,0.6396
grasshopper_1,2074,3,0.6919,0.055069,0.078102,1.418,0.0562,0.0028,0.1283,0.522,0.38,medium,good,0.6065,0.3092,0.7761,0.6341,0.6084,0.189,0.7808,0.6421
grasshopper_1,2074,4,0.697,0.054712,0.077787,1.422,0.0582,0.0039,0.1264,0.518,0.382,medium,good,0.6065,0.3092,0.775,0.6341,0.6074,0.1879,0.7798,0.6392
grasshopper_1,2075,0,0.6505,0.053064,0.079596,1.5,0.0606,0.0039,0.1467,0.535,0.373,medium,good,0.6054,0.3151,0.7739,0.6301,0.6079,0.1813,0.7803,0.6431
grasshopper_1,2075,1,0.6765,0.054425,0.078489,1.442,0.0594,0.0013,0.1377,0.535,0.376,medium,good,0.6054,0.3112,0.7761,0.6301,0.6079,0.183,0.7798,0.6396
grasshopper_1,2075,2,0.6919,0.055069,0.078102,1.418,0.0562,0.0028,0.1283,0.522,0.38,medium,good,0.6065,0.3092,0.7761,0.6341,0.6084,0.189,0.7808,0.6421
grasshopper_1,2075,3,0.697,0.054712,0.077787,1.422,0.0582,0.0039,0.1264,0.518,0.382,medium,good,0.6065,0.3092,0.775,0.6341,0.6074,0.1879,0.7798,0.6392
grasshopper_1,2075,4,0.6892,0.054091,0.078481,1.451,0.0577,0.0017,0.1383,0.538,0.379,medium,good,0.6065,0.3151,0.7772,0.6321,0.6064,0.1882,0.7788,0.6436
grasshopper_1,2076,0,0.6772,0.054425,0.078405,1.441,0.0597,0.0013,0.1372,0.535,0.377,medium,good,0.6054,0.3112,0.7761,0.6301,0.6079,0.183,0.7798,0.6392
grasshopper_1,2076,1,0.6919,0.055069,0.078102,1.418,0.0562,0.0028,0.1283,0.522,0.38,medium,good,0.6065,0.3092,0.7761,0.6341,0.6084,0.189,0.7808,0.6421
grasshopper_1,2076,2,0.697,0.054712,0.077787,1.422,0.0582,0.0039,0.1264,0.518,0.382,medium,good,0.6065,0.3092,0.775,0.6341,0.6074,0.1879,0.7798,0.6392
grasshopper_1,2076,3,0.6892,0.054091,0.078481,1.451,0.0577,0.0017,0.1383,0.538,0.379,medium,good,0.6065,0.3151,0.7772,0.6321,0.6064,0.1882,0.7788,0.6436
grasshopper_1,2076,4,0.6958,0.055112,0.07921,1.437,0.0592,0.0011,0.1373,0.535,0.377,medium,good,0.6065,0.3131,0.7783,0.6341,0.6064,0.1853,0.7793,0.6436
grasshopper_1,2077,0,0.6921,0.055069,0.078081,1.418,0.0561,0.0028,0.1281,0.522,0.38,medium,good,0.6065,0.3092,0.7761,0.6341,0.6084,0.1891,0.7808,0.6421
grasshopper_1,2077,1,0.697,0.054712,0.077787,1.422,0.0582,0.0039,0.1264,0.518,0.382,medium,good,0.6065,0.3092,0.775,0.6341,0.6074,0.1879,0.7798,0.6392
grasshopper_1,2077,2,0.6892,0.054091,0.078481,1.451,0.0577,0.0017,0.1383,0.538,0.379,medium,good,0.6065,0.3151,0.7772,0.6321,0.6064,0.1882,0.7788,0.6436
grasshopper_1,2077,3,0.6958,0.055112,0.07921,1.437,0.0592,0.0011,0.1373,0.535,0.377,medium,good,0.6065,0.3131,0.7783,0.6341,0.6064,0.1853,0.7793,0.6436
grasshopper_1,2077,4,0.6687,0.054091,0.080089,1.481,0.0596,0.0027,0.145,0.538,0.375,medium,good,0.6054,0.3151,0.7761,0.6321,0.6064,0.183,0.7798,0.645
grasshopper_1,2078,0,0.698,0.054712,0.077681,1.42,0.0584,0.0039,0.1258,0.518,0.382,medium,good,0.6065,0.3092,0.775,0.6341,0.6074,0.188,0.7798,0.6387
grasshopper_1,2078,1,0.6892,0.054091,0.078481,1.451,0.0577,0.0017,0.1383,0.538,0.379,medium,good,0.6065,0.3151,0.7772,0.6321,0.6064,0.1882,0.7788,0.6436
grasshopper_1,2078,2,0.6958,0.055112,0.07921,1.437,0.0592,0.0011,0.1373,0.535,0.377,medium,good,0.6065,0.3131,0.7783,0.6341,0.6064,0.1853,0.7793,0.6436
grasshopper_1,2078,3,0.6687,0.054091,0.080089,1.481,0.0596,0.0027,0.145,0.538,0.375,medium,good,0.6054,0.3151,0.7761,0.6321,0.6064,0.183,0.7798,0.645
grasshopper_1,2078,4,0.6636,0.052286,0.077587,1.484,0.058,0.009,0.1305,0.508,0.381,medium,good,0.6054,0.3112,0.7683,0.6321,0.6069,0.1882,0.7788,0.6396
grasshopper_1,2079,0,0.688,0.054091,0.078619,1.453,0.0579,0.0022,0.1378,0.538,0.38,medium,good,0.6065,0.3151,0.7772,0.6321,0.606,0.1882,0.7788,0.6431
grasshopper_1,2079,1,0.6958,0.055112,0.07921,1.437,0.0592,0.0011,0.1373,0.535,0.377,medium,good,0.6065,0.3131,0.7783,0.6341,0.6064,0.1853,0.7793,0.6436
grasshopper_1,2079,2,0.6687,0.054091,0.080089,1.481,0.0596,0.0027,0.145,0.538,0.375,medium,good,0.6054,0.3151,0.7761,0.6321,0.6064,0.183,0.7798,0.645
grasshopper_1,2079,3,0.6636,0.052286,0.077587,1.484,0.058,0.009,0.1305,0.508,0.381,medium,good,0.6054,0.3112,0.7683,0.6321,0.6069,0.1882,0.7788,0.6396
grasshopper_1,2079,4,0.6111,0.087916,0.093716,1.066,0.0934,-0.0159,0.0711,0.442,0.35,medium,good,0.5801,0.2759,0.7772,0.7221,0.6001,0.1477,0.7812,0.665
grasshopper_1,2080,0,0.6946,0.055112,0.079349,1.44,0.0594,0.0016,0.1368,0.535,0.379,medium,good,0.6065,0.3131,0.7783,0.6341,0.606,0.1853,0.7793,0.6431
grasshopper_1,2080,1,0.6687,0.054091,0.080089,1.481,0.0596,0.0027,0.145,0.538,0.375,medium,good,0.6054,0.3151,0.7761,0.6321,0.6064,0.183,0.7798,0.645
grasshopper_1,2080,2,0.6636,0.052286,0.077587,1.484,0.058,0.009,0.1305,0.508,0.381,medium,good,0.6054,0.3112,0.7683,0.6321,0.6069,0.1882,0.7788,0.6396
grasshopper_1,2080,3,0.6111,0.087916,0.093716,1.066,0.0934,-0.0159,0.0711,0.442,0.35,medium,good,0.5801,0.2759,0.7772,0.7221,0.6001,0.1477,0.7812,0.665
grasshopper_1,2080,4,0.7761,0.083237,0.095867,1.152,0.0334,-0.0018,0.0735,0.411,0.35,medium,good,0.5944,0.2838,0.7794,0.7339,0.6055,0.2152,0.7886,0.7388
grasshopper_1,2081,0,0.6694,0.054091,0.080005,1.479,0.0599,0.0027,0.1445,0.538,0.376,medium,good,0.6054,0.3151,0.7761,0.6321,0.6064,0.183,0.7798,0.6445
grasshopper_1,2081,1,0.6636,0.052286,0.077587,1.484,0.058,0.009,0.1305,0.508,0.381,medium,good,0.6054,0.3112,0.7683,0.6321,0.6069,0.1882,0.7788,0.6396
grasshopper_1,2081,2,0.6111,0.087916,0.093716,1.066,0.0934,-0.0159,0.0711,0.442,0.35,medium,good,0.5801,0.2759,0.7772,0.7221,0.6001,0.1477,0.7812,0.665
grasshopper_1,2081,3,0.7761,0.083237,0.095867,1.152,0.0334,-0.0018,0.0735,0.411,0.35,medium,good,0.5944,0.2838,0.7794,0.7339,0.6055,0.2152,0.7886,0.7388
grasshopper_1,2081,4,0.7173,0.067372,0.08303,1.232,0.0481,0.0213,0.036,0.347,0.366,medium,good,0.6263,0.2838,0.7794,0.7241,0.6099,0.218,0.7842,0.6943
grasshopper_1,2082,0,0.6657,0.052286,0.077723,1.486,0.0582,0.0094,0.13,0.508,0.382,medium,good,0.6054,0.3112,0.7683,0.6321,0.6064,0.1882,0.7788,0.6392
grasshopper_1,2082,1,0.6111,0.087916,0.093716,1.066,0.0934,-0.0159,0.0711,0.442,0.35,medium,good,0.5801,0.2759,0.7772,0.7221,0.6001,0.1477,0.7812,0.665
grasshopper_1,2082,2,0.7761,0.083237,0.095867,1.152,0.0334,-0.0018,0.0735,0.411,0.35,medium,good,0.5944,0.2838,0.7794,0.7339,0.6055,0.2152,0.7886,0.7388
grasshopper_1,2082,3,0.7173,0.067372,0.08303,1.232,0.0481,0.0213,0.036,0.347,0.366,medium,good,0.6263,0.2838,0.7794,0.7241,0.6099,0.218,0.7842,0.6943
grasshopper_1,2082,4,0.6541,0.068968,0.09289,1.347,0.0629,0.0288,0.0601,0.335,0.351,medium,good,0.6252,0.2798,0.7772,0.7339,0.6064,0.187,0.7871,0.7012
grasshopper_1,2083,0,0.6105,0.087916,0.093606,1.065,0.0936,-0.0159,0.0705,0.442,0.351,medium,good,0.5801,0.2759,0.7772,0.7221,0.6001,0.1478,0.7812,0.6646
grasshopper_1,2083,1,0.7761,0.083237,0.095867,1.152,0.0334,-0.0018,0.0735,0.411,0.35,medium,good,0.5944,0.2838,0.7794,0.7339,0.6055,0.2152,0.7886,0.7388
grasshopper_1,2083,2,0.7173,0.067372,0.08303,1.232,0.0481,0.0213,0.036,0.347,0.366,medium,good,0.6263,0.2838,0.7794,0.7241,0.6099,0.218,0.7842,0.6943
grasshopper_1,2083,3,0.6541,0.068968,0.09289,1.347,0.0629,0.0288,0.0601,0.335,0.351,medium,good,0.6252,0.2798,0.7772,0.7339,0.6064,0.187,0.7871,0.7012
grasshopper_1,2083,4,0.7808,0.073983,0.09471,1.28,0.0117,0.0086,0.0932,0.414,0.356,medium,good,0.601,0.3053,0.7761,0.728,0.6011,0.2478,0.7847,0.7637
grasshopper_1,2084,0,0.7765,0.083237,0.095822,1.151,0.0337,-0.0018,0.0732,0.411,0.35,medium,good,0.5944,0.2838,0.7794,0.7339,0.6055,0.215,0.7886,0.7383
grasshopper_1,2084,1,0.7173,0.067372,0.08303,1.232,0.0481,0.0213,0.036,0.347,0.366,medium,good,0.6263,0.2838,0.7794,0.7241,0.6099,0.218,0.7842,0.6943
grasshopper_1,2084,2,0.6541,0.068968,0.09289,1.347,0.0629,0.0288,0.0601,0.335,0.351,medium,good,0.6252,0.2798,0.7772,0.7339,0.6064,0.187,0.7871,0.7012
grasshopper_1,2084,3,0.7808,0.073983,0.09471,1.28,0.0117,0.0086,0.0932,0.414,0.356,medium,good,0.601,0.3053,0.7761,0.728,0.6011,0.2478,0.7847,0.7637
grasshopper_1,2084,4,0.8265,0.077473,0.090621,1.17,0.0061,0.0004,0.0726,0.41,0.352,medium,good,0.6076,0.3112,0.786,0.7456,0.604,0.2698,0.7827,0.7769
grasshopper_1,2085,0,0.7171,0.067372,0.083051,1.233,0.0482,0.0213,0.0361,0.347,0.366,medium,good,0.6263,0.2838,0.7794,0.7241,0.6099,0.2179,0.7842,0.6943
grasshopper_1,2085,1,0.6541,0.068968,0.09289,1.347,0.0629,0.0288,0.0601,0.335,0.351,medium,good,0.6252,0.2798,0.7772,0.7339,0.6064,0.187,0.7871,0.7012
grasshopper_1,2085,2,0.7808,0.073983,0.09471,1.28,0.0117,0.0086,0.0932,0.414,0.356,medium,good,0.601,0.3053,0.7761,0.728,0.6011,0.2478,0.7847,0.7637
grasshopper_1,2085,3,0.8265,0.077473,0.090621,1.17,0.0061,0.0004,0.0726,0.41,0.352,medium,good,0.6076,0.3112,0.786,0.7456,0.604,0.2698,0.7827,0.7769
grasshopper_1,2085,4,0.7865,0.077705,0.094159,1.212,0.0048,-0.0027,0.0971,0.435,0.349,medium,good,0.6032,0.3131,0.7871,0.7358,0.6011,0.2678,0.7822,0.7876
grasshopper_1,2086,0,0.6534,0.068968,0.092802,1.346,0.0632,0.0288,0.0597,0.335,0.352,medium,good,0.6252,0.2798,0.7772,0.7339,0.6064,0.187,0.7871,0.7007
grasshopper_1,2086,1,0.7808,0.073983,0.09471,1.28,0.0117,0.0086,0.0932,0.414,0.356,medium,good,0.601,0.3053,0.7761,0.728,0.6011,0.2478,0.7847,0.7637
grasshopper_1,2086,2,0.8265,0.077473,0.090621,1.17,0.0061,0.0004,0.0726,0.41,0.352,medium,good,0.6076,0.3112,0.786,0.7456,0.604,0.2698,0.7827,0.7769
grasshopper_1,2086,3,0.7865,0.077705,0.094159,1.212,0.0048,-0.0027,0.0971,0.435,0.349,medium,good,0.6032,0.3131,0.7871,0.7358,0.6011,0.2678,0.7822,0.7876
grasshopper_1,2086,4,0.8084,0.077705,0.091743,1.181,0.0041,-0.0046,0.0893,0.435,0.35,medium,good,0.6021,0.319,0.786,0.7417,0.6025,0.2708,0.7817,0.7827
grasshopper_1,2087,0,0.7808,0.073983,0.09471,1.28,0.0117,0.0086,0.0932,0.414,0.356,medium,good,0.601,0.3053,0.7761,0.728,0.6011,0.2478,0.7847,0.7637
grasshopper_1,2087,1,0.8265,0.077473,0.090621,1.17,0.0061,0.0004,0.0726,0.41,0.352,medium,good,0.6076,0.3112,0.786,0.7456,0.604,0.2698,0.7827,0.7769
grasshopper_1,2087,2,0.7865,0.077705,0.094159,1.212,0.0048,-0.0027,0.0971,0.435,0.349,medium,good,0.6032,0.3131,0.7871,0.7358,0.6011,0.2678,0.7822,0.7876
grasshopper_1,2087,3,0.8088,0.077705,0.0917,1.18,0.0038,-0.0046,0.089,0.435,0.35,medium,good,0.6021,0.319,0.786,0.7417,0.603,0.271,0.7822,0.7827
grasshopper_1,2087,4,0.8019,0.075353,0.092608,1.229,0.0092,0.0047,0.0849,0.407,0.349,medium,good,0.6076,0.3053,0.7827,0.7358,0.6016,0.2712,0.7812,0.7866
grasshopper_1,2088,0,0.8265,0.077473,0.090621,1.17,0.0061,0.0004,0.0726,0.41,0.352,medium,good,0.6076,0.3112,0.786,0.7456,0.604,0.2698,0.7827,0.7769
grasshopper_1,2088,1,0.7865,0.077705,0.094159,1.212,0.0048,-0.0027,0.0971,0.435,0.349,medium,good,0.6032,0.3131,0.7871,0.7358,0.6011,0.2678,0.7822,0.7876
grasshopper_1,2088,2,0.8088,0.077705,0.0917,1.18,0.0038,-0.0046,0.089,0.435,0.35,medium,good,0.6021,0.319,0.786,0.7417,0.603,0.271,0.7822,0.7827
grasshopper_1,2088,3,0.8019,0.075353,0.092608,1.229,0.0092,0.0047,0.0849,0.407,0.349,medium,good,0.6076,0.3053,0.7827,0.7358,0.6016,0.2712,0.7812,0.7866
grasshopper_1,2088,4,0.7981,0.073595,0.092213,1.253,0.0019,0.008,0.0846,0.401,0.35,medium,good,0.6076,0.3131,0.7794,0.7417,0.603,0.269,0.7827,0.7822
grasshopper_1,2089,0,0.7865,0.077705,0.094159,1.212,0.0048,-0.0027,0.0971,0.435,0.349,medium,good,0.6032,0.3131,0.7871,0.7358,0.6011,0.2678,0.7822,0.7876
grasshopper_1,2089,1,0.8088,0.077705,0.0917,1.18,0.0038,-0.0046,0.089,0.435,0.35,medium,good,0.6021,0.319,0.786,0.7417,0.603,0.271,0.7822,0.7827
grasshopper_1,2089,2,0.8019,0.075353,0.092608,1.229,0.0092,0.0047,0.0849,0.407,0.349,medium,good,0.6076,0.3053,0.7827,0.7358,0.6016,0.2712,0.7812,0.7866
grasshopper_1,2089,3,0.7981,0.073595,0.092213,1.253,0.0019,0.008,0.0846,0.401,0.35,medium,good,0.6076,0.3131,0.7794,0.7417,0.603,0.269,0.7827,0.7822
grasshopper_1,2089,4,0.8094,0.074793,0.0924,1.235,0.0032,0.0086,0.0773,0.389,0.348,medium,good,0.6098,0.3131,0.7805,0.7515,0.603,0.2725,0.7822,0.7881
grasshopper_1,2090,0,0.8088,0.077705,0.0917,1.18,0.0038,-0.0046,0.089,0.435,0.35,medium,good,0.6021,0.319,0.786,0.7417,0.603,0.271,0.7822,0.7827
grasshopper_1,2090,1,0.8019,0.075353,0.092608,1.229,0.0092,0.0047,0.0849,0.407,0.349,medium,good,0.6076,0.3053,0.7827,0.7358,0.6016,0.2712,0.7812,0.7866
grasshopper_1,2090,2,0.7981,0.073595,0.092213,1.253,0.0019,0.008,0.0846,0.401,0.35,medium,good,0.6076,0.3131,0.7794,0.7417,0.603,0.269,0.7827,0.7822
grasshopper_1,2090,3,0.8098,0.074793,0.092356,1.235,0.0032,0.0086,0.077,0.389,0.348,medium,good,0.6098,0.3131,0.7805,0.7515,0.603,0.2727,0.7822,0.7881
grasshopper_1,2090,4,0.7626,0.081514,0.093222,1.144,0.0157,-0.014,0.0981,0.46,0.346,medium,good,0.6021,0.3268,0.7959,0.7476,0.604,0.2629,0.7837,0.7817
grasshopper_1,2091,0,0.8019,0.075353,0.092608,1.229,0.0092,0.0047,0.0849,0.407,0.349,medium,good,0.6076,0.3053,0.7827,0.7358,0.6016,0.2712,0.7812,0.7866
grasshopper_1,2091,1,0.7981,0.073595,0.092213,1.253,0.0019,0.008,0.0846,0.401,0.35,medium,good,0.6076,0.3131,0.7794,0.7417,0.603,0.269,0.7827,0.7822
grasshopper_1,2091,2,0.8098,0.074793,0.092356,1.235,0.0032,0.0086,0.077,0.389,0.348,medium,good,0.6098,0.3131,0.7805,0.7515,0.603,0.2727,0.7822,0.7881
grasshopper_1,2091,3,0.7626,0.081514,0.093222,1.144,0.0157,-0.014,0.0981,0.46,0.346,medium,good,0.6021,0.3268,0.7959,0.7476,0.604,0.2629,0.7837,0.7817
grasshopper_1,2091,4,0.8362,0.078197,0.090752,1.161,0.0098,-0.0029,0.0773,0.422,0.352,medium,good,0.6032,0.317,0.7849,0.7476,0.605,0.2686,0.7837,0.7764
grasshopper_1,2092,0,0.7981,0.073595,0.092213,1.253,0.0019,0.008,0.0846,0.401,0.35,medium,good,0.6076,0.3131,0.7794,0.7417,0.603,0.269,0.7827,0.7822
grasshopper_1,2092,1,0.8098,0.074793,0.092356,1.235,0.0032,0.0086,0.077,0.389,0.348,medium,good,0.6098,0.3131,0.7805,0.7515,0.603,0.2727,0.7822,0.7881
grasshopper_1,2092,2,0.7626,0.081514,0.093222,1.144,0.0157,-0.014,0.0981,0.46,0.346,medium,good,0.6021,0.3268,0.7959,0.7476,0.604,0.2629,0.7837,0.7817
grasshopper_1,2092,3,0.8362,0.078197,0.090752,1.161,0.0098,-0.0029,0.0773,0.422,0.352,medium,good,0.6032,0.317,0.7849,0.7476,0.605,0.2686,0.7837,0.7764
grasshopper_1,2092,4,0.819,0.078065,0.09049,1.159,0.0093,-0.0051,0.0817,0.433,0.353,medium,good,0.601,0.319,0.7849,0.7436,0.6055,0.269,0.7842,0.7754
grasshopper_1,2093,0,0.8098,0.074793,0.092356,1.235,0.0032,0.0086,0.077,0.389,0.348,medium,good,0.6098,0.3131,0.7805,0.7515,0.603,0.2727,0.7822,0.7881
grasshopper_1,2093,1,0.7626,0.081514,0.093222,1.144,0.0157,-0.014,0.0981,0.46,0.346,medium,good,0.6021,0.3268,0.7959,0.7476,0.604,0.2629,0.7837,0.7817
grasshopper_1,2093,2,0.8362,0.078197,0.090752,1.161,0.0098,-0.0029,0.0773,0.422,0.352,medium,good,0.6032,0.317,0.7849,0.7476,0.605,0.2686,0.7837,0.7764
grasshopper_1,2093,3,0.819,0.078065,0.09049,1.159,0.0093,-0.0051,0.0817,0.433,0.353,medium,good,0.601,0.319,0.7849,0.7436,0.6055,0.269,0.7842,0.7754
grasshopper_1,2093,4,0.8129,0.078636,0.089835,1.142,0.0165,-0.0073,0.08,0.44,0.356,medium,good,0.601,0.3229,0.7871,0.7456,0.605,0.2664,0.7837,0.769
grasshopper_1,2094,0,0.7626,0.081514,0.093222,1.144,0.0157,-0.014,0.0981,0.46,0.346,medium,good,0.6021,0.3268,0.7959,0.7476,0.604,0.2629,0.7837,0.7817
grasshopper_1,2094,1,0.8362,0.078197,0.090752,1.161,0.0098,-0.0029,0.0773,0.422,0.352,medium,good,0.6032,0.317,0.7849,0.7476,0.605,0.2686,0.7837,0.7764
grasshopper_1,2094,2,0.819,0.078065,0.09049,1.159,0.0093,-0.0051,0.0817,0.433,0.353,medium,good,0.601,0.319,0.7849,0.7436,0.6055,0.269,0.7842,0.7754
grasshopper_1,2094,3,0.8129,0.078636,0.089835,1.142,0.0165,-0.0073,0.08,0.44,0.356,medium,good,0.601,0.3229,0.7871,0.7456,0.605,0.2664,0.7837,0.769
grasshopper_1,2094,4,0.8006,0.075603,0.087834,1.162,0.0102,-0.0043,0.0795,0.431,0.354,medium,good,0.5999,0.3209,0.7805,0.7397,0.6069,0.2722,0.7832,0.7705
grasshopper_1,2095,0,0.8362,0.078197,0.090752,1.161,0.0098,-0.0029,0.0773,0.422,0.352,medium,good,0.6032,0.317,0.7849,0.7476,0.605,0.2686,0.7837,0.7764
grasshopper_1,2095,1,0.819,0.078065,0.09049,1.159,0.0093,-0.0051,0.0817,0.433,0.353,medium,good,0.601,0.319,0.7849,0.7436,0.6055,0.269,0.7842,0.7754
grasshopper_1,2095,2,0.8129,0.078636,0.089835,1.142,0.0165,-0.0073,0.08,0.44,0.356,medium,good,0.601,0.3229,0.7871,0.7456,0.605,0.2664,0.7837,0.769
grasshopper_1,2095,3,0.8006,0.075603,0.087834,1.162,0.0102,-0.0043,0.0795,0.431,0.354,medium,good,0.5999,0.3209,0.7805,0.7397,0.6069,0.2722,0.7832,0.7705
grasshopper_1,2095,4,0.7862,0.076861,0.090677,1.18,0.0179,0.0036,0.0682,0.404,0.356,medium,good,0.5944,0.3131,0.7705,0.7495,0.6016,0.2634,0.7812,0.7681
grasshopper_1,2096,0,0.819,0.078065,0.09049,1.159,0.0093,-0.0051,0.0817,0.433,0.353,medium,good,0.601,0.319,0.7849,0.7436,0.6055,0.269,0.7842,0.7754
grasshopper_1,2096,1,0.8129,0.078636,0.089835,1.142,0.0165,-0.0073,0.08,0.44,0.356,medium,good,0.601,0.3229,0.7871,0.7456,0.605,0.2664,0.7837,0.769
grasshopper_1,2096,2,0.8006,0.075603,0.087834,1.162,0.0102,-0.0043,0.0795,0.431,0.354,medium,good,0.5999,0.3209,0.7805,0.7397,0.6069,0.2722,0.7832,0.7705
grasshopper_1,2096,3,0.7862,0.076861,0.090677,1.18,0.0179,0.0036,0.0682,0.404,0.356,medium,good,0.5944,0.3131,0.7705,0.7495,0.6016,0.2634,0.7812,0.7681
grasshopper_1,2096,4,0.7273,0.089092,0.095854,1.076,0.0149,-0.0218,0.0912,0.455,0.337,medium,good,0.5757,0.3346,0.7772,0.7769,0.6011,0.2854,0.7808,0.8188
grasshopper_1,2097,0,0.8129,0.078636,0.089835,1.142,0.0165,-0.0073,0.08,0.44,0.356,medium,good,0.601,0.3229,0.7871,0.7456,0.605,0.2664,0.7837,0.769
grasshopper_1,2097,1,0.8006,0.075603,0.087834,1.162,0.0102,-0.0043,0.0795,0.431,0.354,medium,good,0.5999,0.3209,0.7805,0.7397,0.6069,0.2722,0.7832,0.7705
grasshopper_1,2097,2,0.7862,0.076861,0.090677,1.18,0.0179,0.0036,0.0682,0.404,0.356,medium,good,0.5944,0.3131,0.7705,0.7495,0.6016,0.2634,0.7812,0.7681
grasshopper_1,2097,3,0.7267,0.089092,0.095942,1.077,0.0149,-0.0218,0.0917,0.455,0.337,medium,good,0.5757,0.3346,0.7772,0.7769,0.6011,0.2854,0.7808,0.8193
grasshopper_1,2097,4,0.6474,0.090475,0.100361,1.109,0.0395,-0.0071,0.0712,0.41,0.343,medium,good,0.5603,0.3072,0.7529,0.7769,0.5933,0.2452,0.7788,0.7861
grasshopper_1,2098,0,0.8006,0.075603,0.087834,1.162,0.0102,-0.0043,0.0795,0.431,0.354,medium,good,0.5999,0.3209,0.7805,0.7397,0.6069,0.2722,0.7832,0.7705
grasshopper_1,2098,1,0.7862,0.076861,0.090677,1.18,0.0179,0.0036,0.0682,0.404,0.356,medium,good,0.5944,0.3131,0.7705,0.7495,0.6016,0.2634,0.7812,0.7681
grasshopper_1,2098,2,0.7267,0.089092,0.095942,1.077,0.0149,-0.0218,0.0917,0.455,0.337,medium,good,0.5757,0.3346,0.7772,0.7769,0.6011,0.2854,0.7808,0.8193
grasshopper_1,2098,3,0.6469,0.090475,0.100452,1.11,0.0394,-0.0071,0.0717,0.41,0.343,medium,good,0.5603,0.3072,0.7529,0.7769,0.5933,0.2452,0.7788,0.7866
grasshopper_1,2098,4,0.5816,0.09205,0.09876,1.073,0.0591,-0.0064,0.0531,0.394,0.343,medium,good,0.5559,0.2877,0.7463,0.771,0.5947,0.214,0.7788,0.7505
grasshopper_1,2099,0,0.7862,0.076861,0.090677,1.18,0.0179,0.0036,0.0682,0.404,0.356,medium,good,0.5944,0.3131,0.7705,0.7495,0.6016,0.2634,0.7812,0.7681
grasshopper_1,2099,1,0.7267,0.089092,0.095942,1.077,0.0149,-0.0218,0.0917,0.455,0.337,medium,good,0.5757,0.3346,0.7772,0.7769,0.6011,0.2854,0.7808,0.8193
grasshopper_1,2099,2,0.6469,0.090475,0.100452,1.11,0.0394,-0.0071,0.0717,0.41,0.343,medium,good,0.5603,0.3072,0.7529,0.7769,0.5933,0.2452,0.7788,0.7866
grasshopper_1,2099,3,0.5804,0.09205,0.098588,1.071,0.059,-0.0068,0.0536,0.394,0.342,medium,good,0.5559,0.2877,0.7463,0.771,0.5952,0.214,0.7788,0.751
grasshopper_1,2099,4,0.7876,0.078283,0.0942,1.203,0.042,0.0116,0.0576,0.386,0.365,medium,good,0.5977,0.2896,0.7716,0.7397,0.5913,0.2189,0.7769,0.7266
grasshopper_1,2100,0,0.7293,0.089092,0.09607,1.078,0.0147,-0.0213,0.0909,0.455,0.338,medium,good,0.5757,0.3346,0.7772,0.7769,0.6006,0.2856,0.7808,0.8188
grasshopper_1,2100,1,0.6469,0.090475,0.100452,1.11,0.0394,-0.0071,0.0717,0.41,0.343,medium,good,0.5603,0.3072,0.7529,0.7769,0.5933,0.2452,0.7788,0.7866
grasshopper_1,2100,2,0.5804,0.09205,0.098588,1.071,0.059,-0.0068,0.0536,0.394,0.342,medium,good,0.5559,0.2877,0.7463,0.771,0.5952,0.214,0.7788,0.751
grasshopper_1,2100,3,0.7904,0.078283,0.094043,1.201,0.0417,0.0111,0.0581,0.386,0.364,medium,good,0.5977,0.2896,0.7716,0.7397,0.5918,0.2189,0.7769,0.7271
grasshopper_1,2100,4,0.768,0.073188,0.0953,1.302,0.0264,0.014,0.0886,0.377,0.341,medium,good,0.6131,0.2329,0.7794,0.6732,0.6021,0.1625,0.7822,0.6914
grasshopper_1,2101,0,0.6474,0.090475,0.100361,1.109,0.0395,-0.0071,0.0712,0.41,0.343,medium,good,0.5603,0.3072,0.7529,0.7769,0.5933,0.2452,0.7788,0.7861
grasshopper_1,2101,1,0.5804,0.09205,0.098588,1.071,0.059,-0.0068,0.0536,0.394,0.342,medium,good,0.5559,0.2877,0.7463,0.771,0.5952,0.214,0.7788,0.751
grasshopper_1,2101,2,0.7904,0.078283,0.094043,1.201,0.0417,0.0111,0.0581,0.386,0.364,medium,good,0.5977,0.2896,0.7716,0.7397,0.5918,0.2189,0.7769,0.7271
grasshopper_1,2101,3,0.7687,0.073188,0.095213,1.301,0.0267,0.014,0.0881,0.377,0.341,medium,good,0.6131,0.2329,0.7794,0.6732,0.6021,0.1625,0.7822,0.6909
grasshopper_1,2101,4,0.7395,0.088407,0.104351,1.18,0.0392,-0.0081,0.1095,0.401,0.311,medium,good,0.6043,0.1663,0.7926,0.636,0.5986,0.0737,0.7788,0.6528
